pair_id,targetA.tStart,targetA.frameNStart,targetA.tEnd,targetA.frameNEnd,targetB.tStart,targetB.frameNStart,targetB.tEnd,targetB.frameNEnd,response,response_type,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fixateStartTime,fixateDuration,targetStartTime,targetDuration,colour1,colour2,participant,session,date,expName,psychopyVersion,OS,frameRate
58,0.5,30,1.018,61,0.5,30,1.018,61,6,preference,0,46,46,57,1,0.25,0.25,0.5,0.5,#005692,#007b75,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
76,0.514,31,1.014,61,0.514,31,1.014,61,2,preference,0,47,47,75,1,0.25,0.25,0.5,0.5,#008a52,#d2b700,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
36,0.515,31,1,60,0.515,31,1,60,6,preference,0,48,48,35,1,0.25,0.25,0.5,0.5,#c13547,#007b75,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
94,0.517,31,1.017,61,0.517,31,1.017,61,1,preference,0,49,49,93,1,0.25,0.25,0.5,0.5,#007b75,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
16,0.516,31,1,60,0.516,31,1,60,3,preference,0,50,50,15,1,0.25,0.25,0.5,0.5,#db8b08,#4b488e,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
78,0.501,30,1,60,0.501,30,1,60,2,preference,0,51,51,77,1,0.25,0.25,0.5,0.5,#c7512c,#db8b08,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
51,0.516,31,1.015,61,0.516,31,1.015,61,0,preference,0,52,52,50,1,0.25,0.25,0.5,0.5,#753a7a,#9aa400,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
67,0.501,30,1.002,60,0.501,30,1.002,60,3,preference,0,53,53,66,1,0.25,0.25,0.5,0.5,#db8b08,#d2b700,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
89,0.501,29,1,59,0.501,29,1,59,2,preference,0,54,54,88,1,0.25,0.25,0.5,0.5,#a03663,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
109,0.501,30,1.001,60,0.501,30,1.001,60,6,preference,0,55,55,108,1,0.25,0.25,0.5,0.5,#007b75,#a03663,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
39,0.501,30,1,60,0.501,30,1,60,4,preference,0,56,56,38,1,0.25,0.25,0.5,0.5,#a03663,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
37,0.516,31,1.016,61,0.516,31,1.016,61,4,preference,0,57,57,36,1,0.25,0.25,0.5,0.5,#c13547,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
17,0.501,30,1,60,0.501,30,1,60,2,preference,0,58,58,16,1,0.25,0.25,0.5,0.5,#db8b08,#005692,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
92,0.516,31,1.017,61,0.516,31,1.017,61,7,preference,0,59,59,91,1,0.25,0.25,0.5,0.5,#005692,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
128,0.511,31,1.011,61,0.511,31,1.011,61,1,preference,0,60,60,127,1,0.25,0.25,0.5,0.5,#008a52,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
23,0.5,30,1.016,61,0.5,30,1.016,61,5,preference,0,61,61,22,1,0.25,0.25,0.5,0.5,#c7512c,#a03663,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
86,0.516,31,1.015,61,0.516,31,1.015,61,3,preference,0,62,62,85,1,0.25,0.25,0.5,0.5,#008a52,#db8b08,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
49,0.517,31,1,60,0.517,31,1,60,1,preference,0,63,63,48,1,0.25,0.25,0.5,0.5,#753a7a,#007b75,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
57,0.501,30,1.013,61,0.501,30,1.013,61,6,preference,0,64,64,56,1,0.25,0.25,0.5,0.5,#005692,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
83,0.516,31,1.017,61,0.516,31,1.017,61,5,preference,0,65,65,82,1,0.25,0.25,0.5,0.5,#005692,#db8b08,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
27,0.515,31,1.017,61,0.515,31,1.017,61,1,preference,0,66,66,26,1,0.25,0.25,0.5,0.5,#c7512c,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
47,0.5,30,1.002,60,0.5,30,1.002,60,1,preference,0,67,67,46,1,0.25,0.25,0.5,0.5,#753a7a,#005692,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
38,0.513,31,1.014,61,0.513,31,1.014,61,2,preference,0,68,68,37,1,0.25,0.25,0.5,0.5,#c13547,#9aa400,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
97,0.502,30,1,60,0.502,30,1,60,3,preference,0,69,69,96,1,0.25,0.25,0.5,0.5,#a03663,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
41,0.504,30,1.002,60,0.504,30,1.002,60,0,preference,0,70,70,40,1,0.25,0.25,0.5,0.5,#a03663,#005692,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
20,0.517,31,1.001,60,0.517,31,1.001,60,5,preference,0,71,71,19,1,0.25,0.25,0.5,0.5,#db8b08,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
120,0.5,30,1.002,60,0.5,30,1.002,60,5,preference,0,72,72,119,1,0.25,0.25,0.5,0.5,#007b75,#4b488e,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
3,0.516,31,1.015,61,0.516,31,1.015,61,7,preference,0,73,73,2,1,0.25,0.25,0.5,0.5,#d2b700,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
79,0.501,30,1.001,60,0.501,30,1.001,60,2,preference,0,74,74,78,1,0.25,0.25,0.5,0.5,#c13547,#db8b08,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
102,0.501,30,1,60,0.501,30,1,60,2,preference,0,75,75,101,1,0.25,0.25,0.5,0.5,#007b75,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
10,0.515,31,1.015,61,0.515,31,1.015,61,6,preference,0,76,76,9,1,0.25,0.25,0.5,0.5,#d2b700,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
126,0.501,30,1.001,60,0.501,30,1.001,60,5,preference,0,77,77,125,1,0.25,0.25,0.5,0.5,#9aa400,#005692,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
125,0.5,30,1.015,61,0.5,30,1.015,61,0,preference,0,78,78,124,1,0.25,0.25,0.5,0.5,#008a52,#005692,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
62,0.501,30,1.016,61,0.501,30,1.016,61,6,preference,0,79,79,61,1,0.25,0.25,0.5,0.5,#006a8b,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
75,0.5,30,1.001,60,0.5,30,1.001,60,2,preference,0,80,80,74,1,0.25,0.25,0.5,0.5,#007b75,#d2b700,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
99,0.5,30,1.004,60,0.5,30,1.004,60,2,preference,0,81,81,98,1,0.25,0.25,0.5,0.5,#4b488e,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
105,0.502,30,1.001,60,0.502,30,1.001,60,3,preference,0,82,82,104,1,0.25,0.25,0.5,0.5,#753a7a,#a03663,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
15,0.517,31,1.002,60,0.517,31,1.002,60,5,preference,0,83,83,14,1,0.25,0.25,0.5,0.5,#db8b08,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
114,0.516,31,1.016,61,0.516,31,1.016,61,7,preference,0,84,84,113,1,0.25,0.25,0.5,0.5,#006a8b,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
95,0.513,31,1.015,61,0.513,31,1.015,61,2,preference,0,85,85,94,1,0.25,0.25,0.5,0.5,#008a52,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
103,0.516,31,1.016,61,0.516,31,1.016,61,2,preference,0,86,86,102,1,0.25,0.25,0.5,0.5,#008a52,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
33,0.5,30,1.001,60,0.5,30,1.001,60,5,preference,0,87,87,32,1,0.25,0.25,0.5,0.5,#c13547,#4b488e,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
34,0.514,31,1.014,61,0.514,31,1.014,61,1,preference,0,88,88,33,1,0.25,0.25,0.5,0.5,#c13547,#005692,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
64,0.515,31,1.016,61,0.515,31,1.016,61,3,preference,0,89,89,63,1,0.25,0.25,0.5,0.5,#007b75,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
52,0.5,30,1.015,61,0.5,30,1.015,61,1,preference,0,90,90,51,1,0.25,0.25,0.5,0.5,#4b488e,#005692,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
